learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
17000.0,0.552162,1.4582987936834498E-9,17000.0,88.6,74.49607373766752,76.05042016806722,66.95652173913044,17000.0,16488.0,29.0,15.0,15.0,4.0,0.0,0.0,1.0
18000.0,0.58267,1.6083183201650782E-9,18000.0,89.3,75.4488050222108,75.28868360277137,65.37216828478965,18000.0,19008.0,29.0,15.0,15.0,4.0,0.0,0.0,1.0
19000.0,0.619125,1.8188922272788158E-9,19000.0,88.1,70.06078415586506,70.54455445544555,61.363636363636374,19000.0,22328.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
20000.0,0.656015,2.0464848851164185E-9,20000.0,89.60000000000001,73.70762883261874,75.92592592592592,64.86486486486488,20000.0,23848.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0
21000.0,0.695105,2.3084419593214993E-9,21000.0,86.2,61.833750027656684,64.61538461538461,46.51162790697674,21000.0,25904.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
22000.0,0.726796,2.514519062307146E-9,22000.0,85.9,61.74715138361366,64.75,48.72727272727273,22000.0,25136.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
23000.0,0.761585,2.7706933311290215E-9,23000.0,85.39999999999999,63.451756318340216,63.0379746835443,50.34013605442177,23000.0,28464.0,35.0,18.0,18.0,6.0,0.0,0.0,1.0
24000.0,0.806022,2.8087676978773546E-9,24000.0,83.0,62.64113957709768,63.59743040685224,53.67847411444141,24000.0,3312.0,37.0,19.0,19.0,1.0,0.0,0.0,1.0
25000.0,0.824929,2.831541378464964E-9,25000.0,84.1,65.47890956776989,66.38477801268499,52.25225225225224,25000.0,4656.0,37.0,19.0,19.0,1.0,0.0,0.0,1.0
26000.0,0.844287,2.8573822892374466E-9,26000.0,80.9,58.050006149737335,59.10064239828695,45.272206303724936,26000.0,5160.0,37.0,19.0,19.0,1.0,0.0,0.0,1.0
27000.0,0.868756,2.9171388844649E-9,27000.0,80.0,56.33645382143357,55.35714285714286,48.186528497409334,27000.0,9440.0,41.0,21.0,21.0,3.0,0.0,0.0,1.0
28000.0,0.892192,2.9835398743549987E-9,28000.0,76.2,52.157149691835755,50.62240663900415,49.68287526427061,28000.0,10952.0,41.0,21.0,21.0,3.0,0.0,0.0,1.0
29000.0,0.913616,3.048895903759533E-9,29000.0,78.3,56.7773856094588,58.82352941176471,57.69980506822613,29000.0,11792.0,41.0,21.0,21.0,3.0,0.0,0.0,1.0
30000.0,0.932266,3.1082212552428252E-9,30000.0,85.1,70.19022239294488,71.939736346516,70.3187250996016,30000.0,12296.0,41.0,21.0,21.0,3.0,0.0,0.0,1.0
31000.0,0.950305,3.1671710374454665E-9,31000.0,75.1,50.38259206121472,48.12499999999999,48.01670146137787,31000.0,12632.0,41.0,21.0,21.0,3.0,0.0,0.0,1.0
32000.0,0.969358,3.1892925004164385E-9,32000.0,77.9,55.56681464324777,56.15079365079365,51.85185185185185,32000.0,4488.0,43.0,22.0,22.0,1.0,0.0,0.0,1.0
33000.0,0.984897,3.2100354445477333E-9,33000.0,77.3,54.15993537964459,56.4299424184261,51.4957264957265,33000.0,5160.0,43.0,22.0,22.0,1.0,0.0,0.0,1.0
34000.0,1.000904,3.2327945033709216E-9,34000.0,80.2,59.62825369768496,59.75609756097562,55.102040816326536,34000.0,5496.0,43.0,22.0,22.0,1.0,0.0,0.0,1.0
35000.0,1.018137,3.258224015848505E-9,35000.0,86.6,70.50160480075375,70.99567099567099,64.64379947229551,35000.0,5704.0,45.0,23.0,23.0,2.0,0.0,0.0,1.0
36000.0,1.034932,3.293226357135509E-9,36000.0,84.3,64.73970264564524,65.1111111111111,52.42424242424241,36000.0,8056.0,45.0,23.0,23.0,2.0,0.0,0.0,1.0
37000.0,1.053343,3.342189368688399E-9,37000.0,88.4,73.25968990461085,73.93258426966291,64.08668730650155,37000.0,10280.0,47.0,24.0,24.0,2.0,0.0,0.0,1.0
38000.0,1.070487,3.3922535118957374E-9,38000.0,81.5,58.333333333333314,59.34065934065933,43.07692307692305,38000.0,11288.0,47.0,24.0,24.0,2.0,0.0,0.0,1.0
39000.0,1.093606,3.4740722489853712E-9,39000.0,84.5,64.82325387171153,63.86946386946387,51.410658307210014,39000.0,13680.0,49.0,25.0,25.0,3.0,0.0,0.0,1.0
40000.0,1.110445,3.537325163682303E-9,40000.0,82.8,60.99207141172413,62.280701754385944,52.48618784530385,40000.0,14520.0,49.0,25.0,25.0,3.0,0.0,0.0,1.0
41000.0,1.128783,3.6212000333600587E-9,41000.0,79.80000000000001,55.33819159473611,54.401805869074494,39.156626506024104,41000.0,17680.0,51.0,26.0,26.0,3.0,0.0,0.0,1.0
42000.0,1.149804,3.726482573482727E-9,42000.0,81.2,59.31440443213298,58.59030837004406,45.029239766081886,42000.0,19360.0,51.0,26.0,26.0,3.0,0.0,0.0,1.0
43000.0,1.174333,3.865579656428762E-9,43000.0,79.2,57.494114569709666,58.56573705179283,51.17370892018781,43000.0,21920.0,53.0,27.0,27.0,3.0,0.0,0.0,1.0
44000.0,1.198922,3.8919913251366895E-9,44000.0,73.0,45.949841452868256,46.640316205533594,38.91402714932126,44000.0,4152.0,55.0,28.0,28.0,1.0,0.0,0.0,1.0
45000.0,1.217715,3.916261243737408E-9,45000.0,71.5,44.603399213173894,42.19066937119675,34.18013856812933,45000.0,4992.0,55.0,28.0,28.0,1.0,0.0,0.0,1.0
46000.0,1.236738,3.941654964453646E-9,46000.0,71.7,44.526337248506316,40.169133192389,37.527593818984535,46000.0,5160.0,55.0,28.0,28.0,1.0,0.0,0.0,1.0
47000.0,1.257992,3.993560096455947E-9,47000.0,74.9,48.02365648399709,48.77551020408163,37.87128712871288,47000.0,9440.0,59.0,30.0,30.0,3.0,0.0,0.0,1.0
48000.0,1.278807,4.063606295320725E-9,48000.0,79.2,57.363943835195265,56.39412997903565,50.357995226730324,48000.0,13008.0,61.0,31.0,31.0,3.0,0.0,0.0,1.0
49000.0,1.300928,4.145738751524026E-9,49000.0,81.69999999999999,62.254032424404926,62.11180124223601,57.540603248259856,49000.0,14352.0,61.0,31.0,31.0,3.0,0.0,0.0,1.0
50000.0,1.321703,4.229194101774032E-9,50000.0,83.0,64.3646211959233,65.02057613168724,59.810874704491724,50000.0,15528.0,61.0,31.0,31.0,3.0,0.0,0.0,1.0
51000.0,1.342937,4.315416169249351E-9,51000.0,76.0,47.72153001655486,50.617283950617285,38.46153846153847,51000.0,15696.0,61.0,31.0,31.0,3.0,0.0,0.0,1.0
52000.0,1.361379,4.3911026563081495E-9,52000.0,80.0,58.92262254408631,59.01639344262296,52.03836930455636,52000.0,15864.0,61.0,31.0,31.0,3.0,0.0,0.0,1.0
53000.0,1.378716,4.466021671477293E-9,53000.0,83.0,64.43678324428582,65.99999999999999,56.298200514138806,53000.0,16704.0,61.0,31.0,31.0,3.0,0.0,0.0,1.0
54000.0,1.395656,4.5377526328795504E-9,54000.0,79.3,54.63948249566117,56.236786469344615,47.32824427480917,54000.0,16368.0,61.0,31.0,31.0,3.0,0.0,0.0,1.0
55000.0,1.413167,4.619693230423664E-9,55000.0,81.0,54.36444077224974,54.54545454545456,38.51132686084145,55000.0,18088.0,63.0,32.0,32.0,3.0,0.0,0.0,1.0
56000.0,1.430203,4.705017113851178E-9,56000.0,80.5,48.88972762156383,46.86648501362399,21.686746987951828,56000.0,19360.0,63.0,32.0,32.0,3.0,0.0,0.0,1.0
57000.0,1.454128,4.844056123660672E-9,57000.0,82.8,55.64380947468859,58.653846153846146,39.649122807017534,57000.0,22464.0,67.0,34.0,34.0,4.0,0.0,0.0,1.0
58000.0,1.477751,4.976646606292991E-9,58000.0,82.5,62.86866115001061,62.03904555314532,58.133971291866025,58000.0,21696.0,66.0,32.0,32.0,4.0,0.0,0.0,1.0
59000.0,1.501487,5.126622671054471E-9,59000.0,86.3,69.6063467272469,70.47413793103448,61.51685393258427,59000.0,24424.0,68.0,33.0,33.0,5.0,0.0,0.0,1.0
60000.0,1.525042,5.289007464630738E-9,60000.0,89.60000000000001,75.47297074208414,77.14285714285715,66.55948553054664,60000.0,26648.0,70.0,34.0,34.0,5.0,0.0,0.0,1.0
61000.0,1.54792,5.455673972351685E-9,61000.0,87.3,71.46631677331224,71.52466367713004,64.42577030812325,61000.0,28160.0,70.0,34.0,34.0,5.0,0.0,0.0,1.0
62000.0,1.575287,5.677415264977351E-9,62000.0,81.5,54.94354548022874,53.04568527918781,34.62897526501766,62000.0,31320.0,72.0,35.0,35.0,5.0,0.0,0.0,1.0
63000.0,1.60845,5.9584728649093065E-9,63000.0,77.4,46.4759378552482,42.05128205128206,20.422535211267622,63000.0,32760.0,72.0,35.0,35.0,5.0,0.0,0.0,1.0
64000.0,1.638709,6.22337322889103E-9,64000.0,74.9,46.512440652249886,39.66346153846154,17.161716171617176,64000.0,33840.0,72.0,35.0,35.0,5.0,0.0,0.0,1.0
65000.0,1.664865,6.4563058378795805E-9,65000.0,81.5,59.76231490664856,58.14479638009048,40.7051282051282,65000.0,34424.0,74.0,36.0,36.0,5.0,0.0,0.0,1.0
66000.0,1.688823,6.691976754615706E-9,66000.0,87.5,73.56556163665124,75.24752475247524,67.19160104986877,66000.0,38024.0,78.0,38.0,38.0,5.0,0.0,0.0,1.0
67000.0,1.713275,6.968993993682996E-9,67000.0,81.2,61.89966641941983,60.08492569002124,56.58198614318708,67000.0,43792.0,82.0,40.0,40.0,6.0,0.0,0.0,1.0
68000.0,1.737897,7.259351720826496E-9,68000.0,87.1,73.22384862549089,73.61963190184049,68.3046683046683,68000.0,45584.0,84.0,41.0,41.0,7.0,0.0,0.0,1.0
69000.0,1.762667,7.5743185583916E-9,69000.0,92.5,84.65692893089482,84.53608247422682,81.8840579710145,69000.0,49152.0,86.0,42.0,42.0,7.0,0.0,0.0,1.0
70000.0,1.793092,7.63143031133546E-9,70000.0,81.6,61.594816970081524,62.29508196721311,56.08591885441526,70000.0,7256.0,90.0,44.0,44.0,2.0,0.0,0.0,1.0
71000.0,1.809631,7.675414844933486E-9,71000.0,87.2,72.61247074027636,70.9750566893424,67.09511568123393,71000.0,10280.0,90.0,44.0,44.0,2.0,0.0,0.0,1.0
72000.0,1.828933,7.732619707369144E-9,72000.0,83.89999999999999,66.42195712021356,68.61598440545808,62.02830188679245,72000.0,11456.0,90.0,44.0,44.0,2.0,0.0,0.0,1.0
73000.0,1.853906,7.819811060196826E-9,73000.0,75.6,51.20644074982103,54.3071161048689,50.905432595573444,73000.0,13496.0,90.0,44.0,44.0,2.0,0.0,0.0,1.0
74000.0,1.864585,7.833138155854412E-9,74000.0,81.2,61.96349304619818,62.624254473161045,60.08492569002124,74000.0,4824.0,92.0,45.0,45.0,1.0,0.0,0.0,1.0
75000.0,1.875289,7.847426879323192E-9,75000.0,75.6,48.52320675105485,49.166666666666664,45.77777777777777,75000.0,5160.0,92.0,45.0,45.0,1.0,0.0,0.0,1.0
76000.0,1.88883,7.869958602305917E-9,76000.0,70.1,41.40747476014297,35.83690987124462,38.979591836734684,76000.0,6432.0,92.0,45.0,45.0,1.0,0.0,0.0,1.0
77000.0,1.907287,7.905216014219656E-9,77000.0,77.10000000000001,54.2695103442767,53.92354124748492,45.99056603773586,77000.0,7384.0,94.0,46.0,46.0,2.0,0.0,0.0,1.0
78000.0,1.92523,7.951374738994573E-9,78000.0,79.0,56.76022929432695,56.34095634095635,52.70270270270271,78000.0,9944.0,96.0,47.0,47.0,3.0,0.0,0.0,1.0
79000.0,1.943327,8.009128274603023E-9,79000.0,84.0,67.91066328658985,66.59707724425886,67.21311475409836,79000.0,12336.0,98.0,48.0,48.0,4.0,0.0,0.0,1.0
80000.0,1.958331,8.064184116406573E-9,80000.0,82.69999999999999,65.12321785691245,65.12096774193547,63.113006396588474,80000.0,14184.0,98.0,48.0,48.0,4.0,0.0,0.0,1.0
81000.0,1.974091,8.130396598329146E-9,81000.0,86.6,72.96872037149853,74.42748091603053,71.9077568134172,81000.0,16240.0,100.0,49.0,49.0,4.0,0.0,0.0,1.0
82000.0,1.991079,8.207674897793266E-9,82000.0,78.3,55.956256647154824,56.60000000000001,52.620087336244545,82000.0,17584.0,100.0,49.0,49.0,4.0,0.0,0.0,1.0
83000.0,2.010115,8.30218833560745E-9,83000.0,78.10000000000001,53.93120393120394,55.66801619433199,48.83177570093459,83000.0,19192.0,100.0,49.0,49.0,4.0,0.0,0.0,1.0
84000.0,2.040326,8.461564199792015E-9,84000.0,77.10000000000001,53.93169821037724,55.2734375,52.97741273100617,84000.0,20392.0,100.0,49.0,49.0,4.0,0.0,0.0,1.0
85000.0,2.072854,8.667631132735147E-9,85000.0,78.60000000000001,57.12539819285557,56.767676767676775,58.203125000000014,85000.0,24488.0,106.0,52.0,52.0,4.0,0.0,0.0,1.0
86000.0,2.098713,8.841564419368903E-9,86000.0,81.10000000000001,59.92536364021883,60.29411764705883,54.347826086956545,86000.0,26000.0,106.0,52.0,52.0,4.0,0.0,0.0,1.0
87000.0,2.126609,8.921814291841454E-9,87000.0,80.30000000000001,56.02992643382616,56.79824561403509,47.04301075268818,87000.0,11120.0,95.0,41.0,41.0,3.0,0.0,0.0,1.0
88000.0,2.140499,8.963123477167554E-9,88000.0,82.6,52.920804134311,57.56097560975609,44.05144694533762,88000.0,11496.0,97.0,42.0,42.0,3.0,0.0,0.0,1.0
89000.0,2.158642,9.040136182059844E-9,89000.0,75.2,45.20184722805312,51.37254901960785,39.066339066339076,89000.0,16408.0,99.0,43.0,43.0,3.0,0.0,0.0,1.0
90000.0,2.174599,9.111337432016929E-9,90000.0,79.3,55.28346395458355,57.84114052953158,51.52224824355973,90000.0,17248.0,99.0,43.0,43.0,3.0,0.0,0.0,1.0
91000.0,2.190579,9.184724864446455E-9,91000.0,76.6,50.998458754942035,55.597722960151806,47.53363228699551,91000.0,17752.0,99.0,43.0,43.0,3.0,0.0,0.0,1.0
92000.0,2.208728,9.274571432421605E-9,92000.0,87.2,69.8340874811463,72.0524017467249,60.97560975609756,92000.0,19136.0,101.0,44.0,44.0,4.0,0.0,0.0,1.0
93000.0,2.235587,9.433940909802914E-9,93000.0,83.39999999999999,60.980104554515016,59.11330049261083,37.12121212121211,93000.0,22936.0,103.0,45.0,45.0,5.0,0.0,0.0,1.0
94000.0,2.269082,9.6541058147947E-9,94000.0,84.39999999999999,65.42016713585885,64.86486486486486,51.09717868338557,94000.0,25408.0,103.0,45.0,45.0,5.0,0.0,0.0,1.0
95000.0,2.304295,9.80037000651161E-9,95000.0,83.89999999999999,59.39593253167622,60.8272506082725,40.14869888475835,95000.0,16056.0,105.0,46.0,46.0,3.0,0.0,0.0,1.0
96000.0,2.329898,9.919116372863452E-9,96000.0,79.9,56.62157612589671,58.4710743801653,45.82210242587602,96000.0,17928.0,105.0,46.0,46.0,3.0,0.0,0.0,1.0
97000.0,2.360664,9.945477197567621E-9,97000.0,81.8,54.96721514289248,56.144578313253,36.58536585365852,97000.0,3312.0,107.0,47.0,47.0,1.0,0.0,0.0,1.0
98000.0,2.372421,9.959638627866904E-9,98000.0,83.1,51.18710646409795,54.569892473118266,36.704119850187254,98000.0,4656.0,107.0,47.0,47.0,1.0,0.0,0.0,1.0
99000.0,2.384679,9.976001779238384E-9,99000.0,84.39999999999999,41.40669015407034,52.29357798165136,28.110599078340993,99000.0,5160.0,107.0,47.0,47.0,1.0,0.0,0.0,1.0
100000.0,2.401093,1.0009496700432566E-8,100000.0,83.1,59.14400649827872,63.57758620689654,49.096385542168655,100000.0,7888.0,109.0,48.0,48.0,2.0,0.0,0.0,1.0
101000.0,2.417906,1.0046728721095457E-8,101000.0,88.1,72.81540977914234,73.61419068736141,65.2046783625731,101000.0,8560.0,109.0,48.0,48.0,2.0,0.0,0.0,1.0
102000.0,2.434021,1.008381580726968E-8,102000.0,85.8,70.00270398161292,71.13821138211381,64.14141414141415,102000.0,8896.0,109.0,48.0,48.0,2.0,0.0,0.0,1.0
103000.0,2.456253,1.0146805515719786E-8,103000.0,84.7,67.23431958745223,68.77551020408163,60.969387755102034,103000.0,10952.0,111.0,49.0,49.0,3.0,0.0,0.0,1.0
104000.0,2.491584,1.0167864432765379E-8,104000.0,78.3,51.71382542211463,52.82608695652174,39.88919667590029,104000.0,2304.0,115.0,51.0,51.0,1.0,0.0,0.0,1.0
105000.0,2.508359,1.0188070096903377E-8,105000.0,73.5,43.63860649113106,45.13457556935818,38.372093023255815,105000.0,4656.0,115.0,51.0,51.0,1.0,0.0,0.0,1.0
106000.0,2.527734,1.022423904389143E-8,106000.0,72.39999999999999,37.80309722547728,36.11111111111111,19.29824561403507,106000.0,7216.0,117.0,52.0,52.0,2.0,0.0,0.0,1.0
107000.0,2.54305,1.02554933519827E-8,107000.0,75.9,47.016198533162154,50.614754098360656,38.520408163265316,107000.0,7888.0,117.0,52.0,52.0,2.0,0.0,0.0,1.0
108000.0,2.561847,1.031629776996043E-8,108000.0,76.8,48.55396733176926,51.56576200417536,40.05167958656332,108000.0,12504.0,121.0,54.0,54.0,3.0,0.0,0.0,1.0
109000.0,2.585604,1.0401406925585534E-8,109000.0,83.7,65.64486485575057,66.1122661122661,56.648936170212764,109000.0,13848.0,121.0,54.0,54.0,3.0,0.0,0.0,1.0
110000.0,2.615317,1.0534726339909764E-8,110000.0,76.0,50.15783352716399,50.71868583162218,42.307692307692314,110000.0,17344.0,123.0,55.0,55.0,4.0,0.0,0.0,1.0
111000.0,2.6438,1.0679327206065256E-8,111000.0,76.1,48.723009852047646,51.124744376278116,39.64646464646465,111000.0,19624.0,123.0,55.0,55.0,4.0,0.0,0.0,1.0
112000.0,2.683684,1.0908799955828321E-8,112000.0,81.39999999999999,60.87176035005047,61.006289308176086,52.061855670103085,112000.0,22240.0,123.0,55.0,55.0,4.0,0.0,0.0,1.0
113000.0,2.711653,1.0938842168284786E-8,113000.0,82.69999999999999,65.055587874087,66.27680311890838,59.10165484633569,113000.0,4152.0,125.0,56.0,56.0,1.0,0.0,0.0,1.0
114000.0,2.730319,1.0967467932237518E-8,114000.0,79.60000000000001,56.7215284937819,58.953722334004034,48.61460957178843,114000.0,5928.0,125.0,56.0,56.0,1.0,0.0,0.0,1.0
115000.0,2.752008,1.098510878988438E-8,115000.0,75.8,44.30097726467162,43.45794392523366,24.137931034482747,115000.0,3144.0,127.0,57.0,57.0,1.0,0.0,0.0,1.0
116000.0,2.770003,1.101322691887617E-8,116000.0,81.89999999999999,59.93979903501393,60.13215859030836,53.58974358974358,116000.0,6040.0,129.0,58.0,58.0,2.0,0.0,0.0,1.0
117000.0,2.788655,1.105128877278831E-8,117000.0,83.6,67.0561010493837,68.21705426356588,66.25514403292179,117000.0,7888.0,129.0,58.0,58.0,2.0,0.0,0.0,1.0
118000.0,2.807511,1.1093044972254168E-8,118000.0,81.2,62.21135910465042,61.31687242798355,58.03571428571429,118000.0,8560.0,129.0,58.0,58.0,2.0,0.0,0.0,1.0
119000.0,2.826246,1.1135347475194266E-8,119000.0,75.8,50.54442010267142,47.73218142548596,36.97916666666667,119000.0,8728.0,129.0,58.0,58.0,2.0,0.0,0.0,1.0
120000.0,2.851331,1.1195258607880934E-8,120000.0,74.4,47.72843287391527,48.178137651821864,31.73333333333333,120000.0,9232.0,129.0,58.0,58.0,2.0,0.0,0.0,1.0
121000.0,2.873191,1.1247919808245365E-8,121000.0,81.5,56.400829562594254,55.20581113801452,35.0877192982456,121000.0,9312.0,131.0,59.0,59.0,3.0,0.0,0.0,1.0
122000.0,2.896763,1.1322511684977343E-8,122000.0,80.2,59.02572274072389,57.96178343949045,46.63072776280325,122000.0,12232.0,135.0,61.0,61.0,4.0,0.0,0.0,1.0
123000.0,2.917546,1.1412924203193847E-8,123000.0,84.8,69.39432989690721,69.84126984126983,65.76576576576576,123000.0,16816.0,137.0,62.0,62.0,4.0,0.0,0.0,1.0
124000.0,2.949599,1.158506890551911E-8,124000.0,81.0,61.1801242236025,62.4505928853755,56.81818181818182,124000.0,20760.0,141.0,64.0,64.0,5.0,0.0,0.0,1.0
125000.0,2.97526,1.1738498357848984E-8,125000.0,85.39999999999999,69.83184352231824,71.484375,65.96736596736596,125000.0,23112.0,141.0,64.0,64.0,5.0,0.0,0.0,1.0
126000.0,3.006735,1.1952616299192106E-8,126000.0,82.39999999999999,61.43598373299677,62.947368421052616,54.16666666666665,126000.0,26296.0,141.0,64.0,64.0,5.0,0.0,0.0,1.0
127000.0,3.036946,1.2180769507669735E-8,127000.0,81.89999999999999,61.65481708712194,62.29166666666666,53.47043701799484,127000.0,29192.0,143.0,65.0,65.0,5.0,0.0,0.0,1.0
128000.0,3.064012,1.237273616302344E-8,128000.0,77.60000000000001,53.63547548475766,53.43035343035344,47.41784037558687,128000.0,27416.0,145.0,66.0,66.0,5.0,0.0,0.0,1.0
129000.0,3.089863,1.2559937482906708E-8,129000.0,81.6,55.554481992318635,59.91285403050107,41.95583596214508,129000.0,27992.0,145.0,66.0,66.0,5.0,0.0,0.0,1.0
130000.0,3.116979,1.2768757877250507E-8,130000.0,79.5,54.259857558502766,53.40909090909092,45.040214477211805,130000.0,29768.0,145.0,66.0,66.0,5.0,0.0,0.0,1.0
131000.0,3.145464,1.2996786994238689E-8,131000.0,82.69999999999999,57.0975101676421,61.12359550561797,48.511904761904745,131000.0,30944.0,145.0,66.0,66.0,5.0,0.0,0.0,1.0
132000.0,3.175905,1.3247404446204498E-8,132000.0,77.2,50.48042673709452,50.64935064935065,42.71356783919599,132000.0,31824.0,147.0,67.0,67.0,5.0,0.0,0.0,1.0
133000.0,3.20443,1.3499604115883505E-8,133000.0,81.0,61.67809600645423,61.69354838709678,58.515283842794766,133000.0,34176.0,147.0,67.0,67.0,5.0,0.0,0.0,1.0
134000.0,3.235265,1.3783714249730106E-8,134000.0,74.2,47.86614936954413,46.361746361746356,30.645161290322577,134000.0,35616.0,147.0,67.0,67.0,5.0,0.0,0.0,1.0
135000.0,3.265114,1.383165216280354E-8,135000.0,74.5,45.84791546328701,46.65271966527197,35.1145038167939,135000.0,6208.0,150.0,67.0,67.0,2.0,0.0,0.0,1.0
136000.0,3.286734,1.388351147373517E-8,136000.0,79.80000000000001,58.949764265973016,60.546875000000014,53.4562211981567,136000.0,9272.0,152.0,68.0,68.0,3.0,0.0,0.0,1.0
137000.0,3.306959,1.394169378197855E-8,137000.0,83.8,66.16640282030181,64.23841059602648,59.60099750623441,137000.0,11120.0,152.0,68.0,68.0,3.0,0.0,0.0,1.0
138000.0,3.327266,1.4002759715335233E-8,138000.0,85.3,69.04741851259159,68.9873417721519,60.05434782608695,138000.0,11624.0,152.0,68.0,68.0,3.0,0.0,0.0,1.0
139000.0,3.345726,1.4059876073151823E-8,139000.0,83.6,64.32238639725718,63.31096196868008,54.1899441340782,139000.0,11960.0,152.0,68.0,68.0,3.0,0.0,0.0,1.0
140000.0,3.365679,1.4137056134641167E-8,140000.0,79.0,51.2020560200397,54.44685466377442,41.50417827298051,140000.0,14952.0,154.0,69.0,69.0,3.0,0.0,0.0,1.0
141000.0,3.38369,1.4211421093593037E-8,141000.0,88.1,72.92426986539495,74.73460721868365,66.75977653631286,141000.0,15960.0,154.0,69.0,69.0,3.0,0.0,0.0,1.0
142000.0,3.401903,1.4288391688217715E-8,142000.0,86.3,69.62009597388659,69.89010989010988,63.75661375661375,142000.0,16336.0,156.0,70.0,70.0,4.0,0.0,0.0,1.0
143000.0,3.42546,1.4313694859544431E-8,143000.0,79.4,57.06902300766924,57.26141078838175,51.869158878504685,143000.0,4152.0,158.0,71.0,71.0,1.0,0.0,0.0,1.0
144000.0,3.438921,1.4331078852216398E-8,144000.0,78.5,55.553534217576825,56.30081300813009,49.76635514018693,144000.0,4992.0,158.0,71.0,71.0,1.0,0.0,0.0,1.0
145000.0,3.449975,1.4345834789176777E-8,145000.0,78.0,52.4712775288521,57.36434108527132,48.95591647331788,145000.0,5160.0,158.0,71.0,71.0,1.0,0.0,0.0,1.0
146000.0,3.462372,1.436897731489605E-8,146000.0,79.3,53.623629992741094,56.05095541401275,47.98994974874373,146000.0,7216.0,160.0,72.0,72.0,2.0,0.0,0.0,1.0
